url,brand_name,composition,manufacturer,price,safety_advice,fact_box,drug_interactions,product_intro,how_it_works,uses,benefits,side_effects,substitutes,user_feedback,error
https://www.1mg.com/drugs/actorise-60-injection-403206,Actorise 60 Injection,Darbepoetin alfa (60mcg),Cipla Ltd,,"{""Alcohol"": ""CONSULT YOUR DOCTOR"", ""Pregnancy"": ""CONSULT YOUR DOCTOR"", ""Breast feeding"": ""CONSULT YOUR DOCTOR"", ""Driving"": ""CONSULT YOUR DOCTOR"", ""Kidney"": ""CONSULT YOUR DOCTOR"", ""Liver"": ""CONSULT YOUR DOCTOR""}",{},[],"Product introductionActorise 60 Injection is used in the treatment of anemia that may have occurred due to chronic kidney disease or chemotherapy. It works by stimulating the bone marrow to produce more red blood cells. Actorise 60 Injection is a medicine that needs to be used with utmost care because it can lead to serious side effects. It is important that you seek treatment from a doctor who is experienced in providing this medical therapy. You should follow all the directions of the doctor strictly. It is given under the supervision of a healthcare professional.It may cause side effects like high blood pressure and hypersensitivity. Inform your doctor if there are symptoms of very high blood pressure such as severe headache, problems with your eyesight, nausea, vomiting, or fits (seizures).Your doctor may get your blood tests done regularly to monitor the levels of salts (electrolytes such as potassium), hemoglobin, and blood cells in your blood. You should stop taking it and consult with a doctor if you develop shortness of breath or skin rash.There is a Patient Support Program/Patient Assistance Program available in India for this medicine, being managed by Tata 1mg. Please contact your prescribing doctor to know more about the same. You may also call on (1800-102-1618) for more details.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Actorise InjectionIn Treatment of Anemia due to cancer chemotherapyLow red blood cell count is termed as anemia. Cancer treatment with chemotherapy often causes many side effects, one of the major ones being anemia. Actorise 60 Injection stimulates the production of red blood cells in bone marrow and regulates the haemoglobin in the blood. This treats anemia in cancer patients receiving chemotherapy.In Treatment of Anemia due to chronic kidney diseaseAnemia is a condition where your body does not have enough red blood cells to carry oxygen around your body. Chronic kidney disease (CKD) refers to the loss of normal kidney function over a long span of time. CKD progresses gradually over a few years but may become permanent if left untreated. CKD can lead to anemia. Actorise 60 Injection can boost your levels of red blood cells and reduce the symptoms of anemia such as tiredness and weakness. Taking this injection improves the quality of life.show moreshow less",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/augmentin-duo-oral-suspension-324979,Augmentin Duo Oral Suspension,Amoxycillin  (200mg) +  Clavulanic Acid (28.5mg),Glaxo SmithKline Pharmaceuticals Ltd,Rs. 59.5,"{""Kidney"": ""CAUTION"", ""Liver"": ""CAUTION""}",{},[],,How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Augmentin Duo Oral Suspension for your childIn Treatment of Bacterial infectionsAugmentin Duo Oral Suspension contains two different medicines, Amoxycillin and Clavulanic Acid, that work together to kill the bacteria that cause infections. Amoxycillin works by stopping the growth of bacteria. Clavulanic Acid reduces resistance and enhances the activity of Amoxycillin against bacteria.This combination medicine can be used to treat many different bacterial infections such as ear, sinus, throat, lung, urinary tract, skin, teeth, joints, and bones. It usually makes you feel better within a few days, but you should continue taking it as prescribed even when you feel better to make sure that all bacteria are killed and do not become resistant.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/atarax-25mg-tablet-228160,Atarax 25mg Tablet,Hydroxyzine (25mg),Dr Reddy's Laboratories Ltd,Rs. 98.2,"{""Alcohol"": ""UNSAFE"", ""Pregnancy"": ""UNSAFE"", ""Breast feeding"": ""UNSAFE"", ""Driving"": ""UNSAFE"", ""Kidney"": ""UNSAFE"", ""Liver"": ""UNSAFE""}",{},[],"Product introductionAtarax 25mg Tablet is used to treat symptoms of skin allergy like itching, swelling, and rashes in conditions such as eczema, dermatitis, and psoriasis. It is also used to treat anxiety and helps to relax before or after surgery. Atarax 25mg Tablet should be taken with or without food. Take it exactly as your doctor has prescribed. The dose and how often you take it depend on what you are taking it for. Your doctor will decide how much you need to improve your symptoms. Take it for as long as it is prescribed for you. In case you have missed any doses, take the next dose as soon as you remember it. However, you should never take a double dose.The most common side effects of this medicine include drowsiness, dizziness, blurred vision, constipation, and dry mouth. If these bother you or appear serious, let your doctor know. There may be ways of reducing or preventing them.Before taking this medicine, let your doctor know if you have heart problems, high blood pressure, or liver or kidney problems. Inform your doctor if you are pregnant or breastfeeding. Your doctor should also know about all other medicines you are taking, as many of these may make this medicine less effective or change the way it works. Generally, it is advised to avoid alcohol while on treatment.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Atarax TabletIn Treatment of AnxietyAtarax 25mg Tablet reduces the symptoms of excessive anxiety and worry that are triggered only at the time of stressful conditions that last for a shorter duration. These could be job interviews, exams, stage performances, etc. It can effectively manage feelings of restlessness, tiredness, difficulty concentrating and feeling irritable. Atarax 25mg Tablet will therefore help you go about your daily activities more easily and be more productive. Keep taking this medicine even if you feel well. Stopping suddenly can cause serious problems.In Treatment of Skin conditions with inflammation & itchingAtarax 25mg Tablet helps treat skin conditions with inflammation and itching, such as eczema, dermatitis, and psoriasis. It reduces the actions of chemicals in the body that cause skin inflammation. When used correctly, it reduces the redness, rash, pain, or itchiness caused by your skin’s reaction to an irritant.show moreshow less",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/azel-40mg-capsule-429353,Azel 40mg Capsule,Enzalutamide (40mg),Dr Reddy's Laboratories Ltd,Rs. 6443,"{""Alcohol"": ""CAUTION"", ""Pregnancy"": ""CAUTION"", ""Breast feeding"": ""CAUTION"", ""Driving"": ""CAUTION"", ""Kidney"": ""CAUTION"", ""Liver"": ""CAUTION""}",{},[],"Product introductionAzel 40mg Capsule is used in the treatment of cancer of the prostate gland. It may be also used to treat other conditions, as determined by the doctor.  It works by blocking the effects of male hormones such as testosterone. Azel 40mg Capsule should be taken with or without food, preferably at a fixed time every day. Your doctor will decide what dose is necessary and how often you need to take it. This will depend on what you are being treated for and may change from time to time. You should take it exactly as your doctor has advised. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.Headache, hot flashes, weakness and high blood pressure is very common side effect of this medicine. Other than this, fractures, falls, dry skin, pruritus,decreased appetite, and constipation might be observed as side effects. Regular blood tests are required to check your blood cells along with liver function during treatment with this medicine. It makes your skin more sensitive towards sunlight, hence take extra caution while going out.Before taking it, tell your doctor if have diabetes, seizures, liver, or kidney problems or are taking any medicines to treat infections. Many other medicines can affect, or be affected by, this medicine so let your doctor know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy. You may be asked for regular monitoring of blood glucose level while on treatment.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Azel CapsuleIn Treatment of Prostate cancerProstate cancer is a condition where abnormal cells grow in the prostate gland, which can spread to other parts of the body if untreated. Azel 40mg Capsule helps block the action of male hormones that promote cancer growth, slowing disease progression and improving survival outcomes.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/azel-80-capsule-682932,Azel 80 Capsule,Enzalutamide (80mg),Dr Reddy's Laboratories Ltd,Rs. 6443,"{""Alcohol"": ""CAUTION"", ""Pregnancy"": ""CAUTION"", ""Breast feeding"": ""CAUTION"", ""Driving"": ""CAUTION"", ""Kidney"": ""CAUTION"", ""Liver"": ""CAUTION""}",{},[],"Product introductionAzel 80 Capsule is used in the treatment of cancer of the prostate gland. It may be also used to treat other conditions, as determined by the doctor.  It works by blocking the effects of male hormones such as testosterone. Azel 80 Capsule should be taken with or without food, preferably at a fixed time every day. Your doctor will decide what dose is necessary and how often you need to take it. This will depend on what you are being treated for and may change from time to time. You should take it exactly as your doctor has advised. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.Headache, hot flashes, weakness and high blood pressure is very common side effect of this medicine. Other than this, fractures, falls, dry skin, pruritus,decreased appetite, and constipation might be observed as side effects. Regular blood tests are required to check your blood cells along with liver function during treatment with this medicine. It makes your skin more sensitive towards sunlight, hence take extra caution while going out.Before taking it, tell your doctor if have diabetes, seizures, liver, or kidney problems or are taking any medicines to treat infections. Many other medicines can affect, or be affected by, this medicine so let your doctor know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy. You may be asked for regular monitoring of blood glucose level while on treatment.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Azel CapsuleIn Treatment of Prostate cancerProstate cancer is a condition where abnormal cells grow in the prostate gland, which can spread to other parts of the body if untreated. Azel 80 Capsule helps block the action of male hormones that promote cancer growth, slowing disease progression and improving survival outcomes.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],,
https://www.1mg.com/drugs/aricep-5-tablet-5606,Aricep 5 Tablet,Donepezil (5mg),Eisai Pharmaceuticals India Pvt Ltd,Rs. 103,"{""Alcohol"": ""CONSULT YOUR DOCTOR"", ""Pregnancy"": ""CONSULT YOUR DOCTOR"", ""Breast feeding"": ""CONSULT YOUR DOCTOR"", ""Driving"": ""CONSULT YOUR DOCTOR"", ""Kidney"": ""CONSULT YOUR DOCTOR"", ""Liver"": ""CONSULT YOUR DOCTOR""}",{},[],"Product introductionAricep 5 Tablet is used to treat mild to moderate dementia in Alzheimer’s disease, a progressive illness that gradually affects memory and thinking. It does not cure this illness but may help improve memory, awareness, and other symptoms. Your doctor will explain how to take Aricep 5 Tablet. You may take it with food, preferably at night before going to bed. Follow the instructions carefully to get the most benefit. The dose may change from time to time to suit your individual needs. It can take up to a few weeks for symptoms to improve so keep taking your medicine regularly. You should not stop taking this medicine without consulting your doctor.Some common side effects of this medicine include nausea, diarrhea, insomnia, vomiting, muscle cramps, fatigue, weight loss (anorexia), headache, loss of appetite, common cold, urinary incontinence, and rash. Drink plenty of fluids to keep yourself hydrated. You may have side effects more often when you start your treatment or when your dose is increased. Usually, the side effects will slowly go away as your body gets used to the Aricep 5 Tablet. If they are severe or will not go away, you should contact your doctor.Before using Aricep 5 Tablet, you should tell your doctor if you have ever had heart problems, stomach ulcers, epilepsy, or asthma. It may also affect, or be affected by, some other drugs you are using so let your doctor know what these are to be safe. During pregnancy, this medicine should only be taken if it is advised.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Aricep TabletIn Alzheimer's diseaseAlzheimer’s disease is a common cause of dementia, leading to memory loss, confusion, and difficulty with thinking and daily tasks. Aricep 5 Tablet is a medicine used to help manage symptoms of Alzheimer's-related dementia. It works by increasing the levels of a chemical in the brain called acetylcholine, which helps nerve cells communicate better. While it does not cure the disease, It can help improve memory, awareness, and the ability to perform daily activities in some people.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/anovate-rectal-cream-63345,Anovate Rectal Cream,Phenylephrine (0.1% w/w) + Beclometasone (0.025% w/w) + Lidocaine (2.5% w/w),USV Private Limited,Rs. 126,"{""Alcohol"": """", ""Pregnancy"": """", ""Breast feeding"": """", ""Driving"": """", ""Kidney"": """", ""Liver"": """"}",{},[],"Product introductionAnovate Rectal Cream is used for the treatment of piles. It reduces the discomfort, swelling, and pain associated with the condition. It works by constricting the blood vessels, reducing inflammation, and relieving pain. Apply Anovate Rectal Cream as directed by the doctor after cleaning and drying the affected area. Keep yourself clean, and wash your hands both before and after applying. Lifestyle changes, such as eating a high-fiber diet, drinking plenty of water, and exercising regularly, can help maximize the benefits of the treatment.There is limited data available on the common side effects of Anovate Rectal Cream. However, if you experience any unusual symptoms, such as worsening or prolonged irritation while using the medicine, let your doctor know. Pay attention to the directions given by a doctor and avoid over-applying Anovate Rectal Cream.Do not use Anovate Rectal Cream for longer than recommended or on large parts of your body without first consulting a doctor. Speak with your doctor before using it if you are pregnant, breastfeeding, or have any other health conditions. Always remember to wash your hands before and after using the medicine.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Anovate Rectal Cream is used for the treatment of piles. It reduces the discomfort, swelling, and pain associated with the condition. It works by constricting the blood vessels, reducing inflammation, and relieving pain. Apply Anovate Rectal Cream as directed by the doctor after cleaning and drying the affected area. Keep yourself clean, and wash your hands both before and after applying. Lifestyle changes, such as eating a high-fiber diet, drinking plenty of water, and exercising regularly, can help maximize the benefits of the treatment.There is limited data available on the common side effects of Anovate Rectal Cream. However, if you experience any unusual symptoms, such as worsening or prolonged irritation while using the medicine, let your doctor know. Pay attention to the directions given by a doctor and avoid over-applying Anovate Rectal Cream.Do not use Anovate Rectal Cream for longer than recommended or on large parts of your body without first consulting a doctor. Speak with your doctor before using it if you are pregnant, breastfeeding, or have any other health conditions. Always remember to wash your hands before and after using the medicine.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/alecensa-150mg-capsule-831757,ALECensa 150mg Capsule,Alectinib (150mg),Roche Products India Pvt Ltd,Rs. 105510,"{""Alcohol"": ""CONSULT YOUR DOCTOR"", ""Pregnancy"": ""CONSULT YOUR DOCTOR"", ""Breast feeding"": ""CONSULT YOUR DOCTOR"", ""Driving"": ""CONSULT YOUR DOCTOR"", ""Kidney"": ""CONSULT YOUR DOCTOR"", ""Liver"": ""CONSULT YOUR DOCTOR""}",{},[],"Product introductionALECensa 150mg Capsule is a medicine used to treat non-small cell lung cancer (NSCLC) that is positive for a genetic mutation called ALK (anaplastic lymphoma kinase). It is usually prescribed when the cancer has spread to other parts of the body or has returned after treatment. ALECensa 150mg Capsule works by blocking the activity of the abnormal ALK protein that drives the growth and spread of cancer cells. This way it helps slow down or stop the progression of the disease and may help shrink the tumor.Take ALECensa 150mg Capsule exactly as prescribed by your doctor, usually with food. For best results, take the doses at the same time each day to maintain a consistent level of the medicine in your body. Do not skip or stop taking the medicine unless advised by your doctor, even if you feel better. During treatment, your doctor may recommend regular blood tests and scans to check how well the medicine is working and to monitor for any side effects. Stay active, eat a nutritious diet, and get enough to support your treatment and recovery.Common side effects of ALECensa 150mg Capsule include tiredness, constipation, swelling in the hands or feet, muscle pain, and changes in liver function tests. Some people may also experience slow heartbeat, skin rash, or vision problems. Most side effects can be managed with supportive care or dose adjustments, so it is important to stay in regular contact with your doctor.Before starting ALECensa 150mg Capsule, inform your doctor if you have liver problems, lung disease, or heart problems. Pregnant and breastfeeding women should consult their doctor before using this medicine to make sure it is safe for them. Use effective contraception during treatment and for a period after stopping the medication, as ALECensa 150mg Capsule can harm an unborn baby.There is a Patient Support Program/Patient Assistance Program available in India for this medicine, being managed by Tata 1mg. Please contact your prescribing doctor to know more about the same. You may also call on (1800-102-1618) for more details.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of ALECensa StripIn Treatment of Non-small cell lung cancerNon-small cell lung cancer is a type of lung cancer that can cause persistent cough, chest pain, breathing difficulty, and weight loss. ALECensa 150mg Capsule is used in patients who are suffering from cancer. It helps slow the growth and spread of the cancer, improves symptoms, and supports a better quality of life.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],,
https://www.1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Asthakind-DX Syrup Sugar Free,Phenylephrine (5mg/5ml) + Chlorpheniramine Maleate (2mg/5ml) + Dextromethorphan Hydrobromide (15mg/5ml),Mankind Pharma Ltd,Rs. 73,"{""Alcohol"": ""UNSAFE"", ""Pregnancy"": ""UNSAFE"", ""Breast feeding"": ""UNSAFE"", ""Driving"": ""UNSAFE"", ""Kidney"": ""UNSAFE"", ""Liver"": ""UNSAFE""}",{},[],"Product introductionAsthakind-DX Syrup Sugar Free is a medicine used in the treatment of the common cold and cough. It can provide quick relief from cough and common cold symptoms like runny nose, stuffy nose, sneezing, watery eyes, and congestion or stuffiness. Asthakind-DX Syrup Sugar Free may be taken with or without food in the dose and duration advised by your doctor. The dose you receive will depend on your condition and how you respond to the medicine. Continue taking this medicine for as long as your doctor recommends. If you stop treatment too early, your symptoms may return, and your condition may worsen. Inform your healthcare provider about all other medicines you are taking, as some may affect, or be affected by, this medicine.Common side effects of this medicine include headache, sedation, double vision, vomiting, diarrhea, dry mouth, and nausea. Most of these are temporary and usually resolve with time. Contact your doctor straight away if you are at all concerned about any of these side effects. This medicine can also cause sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. Avoid drinking alcohol while taking this medicine, as it can worsen your sleepiness.Never support self-medication or recommend your medicine to another person. It is beneficial to have plenty of fluids while taking this medication. Before taking this medicine, you should tell your doctor if you are pregnant, planning a pregnancy, or breastfeeding. You should also tell your doctor if you have any kidney or liver diseases so that your doctor can prescribe a suitable dose for you.","Buy Asthakind-DX Syrup Sugar Free Online: View Uses, Side Effects, Price, Substitutes | 1mg",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Asthakind-DX SyrupIn Treatment of Dry coughA dry cough is a non-productive cough that causes throat irritation and discomfort. Asthakind-DX Syrup Sugar Free helps suppress the cough reflex and reduce throat irritation. It also relieves associated allergy symptoms such as sneezing and a runny nose. This helps reduce coughing and improves overall comfort.In Treatment of Common coldThe common cold can cause symptoms such as nasal congestion, a runny nose, sneezing, and watery eyes. Asthakind-DX Syrup Sugar Free helps reduce nasal congestion by narrowing blood vessels and controlling allergy-related symptoms. This helps relieve stuffiness, sneezing, and irritation, making breathing easier.show moreshow less",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/aceclo-plus-tablet-68674,Aceclo Plus Tablet,Aceclofenac (100mg) + Paracetamol (325mg),Aristo Pharmaceuticals Pvt Ltd,Rs. 97.7,"{""Alcohol"": ""CONSULT YOUR DOCTOR"", ""Pregnancy"": ""CONSULT YOUR DOCTOR"", ""Breast feeding"": ""CONSULT YOUR DOCTOR"", ""Driving"": ""CONSULT YOUR DOCTOR"", ""Kidney"": ""CONSULT YOUR DOCTOR"", ""Liver"": ""CONSULT YOUR DOCTOR""}",{},[],"Product introductionAceclo Plus Tablet is a pain-relieving medicine. It reduces pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis. It may also relieve muscle pain, back pain, toothache, or pain in the ear and throat. Aceclo Plus Tablet should be taken with or without food. It should be taken regularly as advised by your doctor. Your doctor may change the dose and time between doses according to your pain level and needs. Do not take more or use it for a longer duration than recommended by your doctor.Some of the common side effects of this medicine include nausea,  dizziness and diarrhoea. You should let your doctor know if any of these side effects bother you or if they do not go away with time. Your doctor may help you with ways to reduce or prevent these side effects by prescribing an alternative medicine or adjusting the dose.Aceclo Plus Tablet may not be suitable for everyone. Before taking it, let your doctor know if you have any problems with your heart, kidneys, or liver or have stomach ulcers. Also, tell your doctor about all the other medicines you take to ensure they are safe. Pregnant and breastfeeding mothers should consult their doctors before using Aceclo Plus Tablet.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Aceclo Plus TabletIn Pain reliefAceclo Plus Tablet is used for short-term relief of pain, inflammation, and swelling in conditions that affect joints and muscles. Some of the conditions in which Aceclo Plus Tablet is used are rheumatoid arthritis, osteoarthritis, muscle pain, back pain, toothache, or pain in the ear and throat. Take it as it is prescribed to get the most benefit. Do not take more or longer than needed as that can be dangerous. In general, you should take the lowest dose that works, for the shortest possible time. This will help you to go about your daily activities more easily and have a better, more active, quality of life.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/althrocin-500-tablet-121422,Althrocin 500 Tablet,Erythromycin (500mg),Alembic Pharmaceuticals Ltd,Rs. 125,"{""Alcohol"": ""UNSAFE"", ""Pregnancy"": ""UNSAFE"", ""Breast feeding"": ""UNSAFE"", ""Driving"": ""UNSAFE"", ""Kidney"": ""UNSAFE"", ""Liver"": ""UNSAFE""}",{},[],"Product introductionAlthrocin 500 Tablet is an antibiotic used to treat various types of infections. It is effective in most infections of the respiratory tract, ear, nose, throat, lungs, and skin. It stops the bacteria from growing, which helps resolve the symptoms and clear the infection. Althrocin 500 Tablet is taken orally, preferably either one hour before or 2 hours after a meal. It is best absorbed when taken on an empty stomach. It should be used regularly at evenly spaced time intervals as prescribed by your doctor. Do not skip any doses and finish the full course of treatment even if you feel better. Stopping the medicine too early may lead to the infection returning or worsening.Common side effects seen with this medicine include vomiting, nausea, pain in the abdomen, and diarrhea. These are generally temporary and go away once the treatment is completed. Consult your doctor if you find these side effects do not resolve or persist for a longer duration.Inform your doctor if you have any previous history of allergy or heart problems before taking this medicine. Pregnant or breastfeeding women should consult their doctor before using this medicine.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Althrocin TabletIn Treatment of Bacterial infectionsAlthrocin 500 Tablet is an antibiotic medicine which can be used to treat many different infections caused by bacteria. These include infections of the ear, nose, throat, lungs and skin. It stops the growth of the bacteria causing the infection and clears the infection. Take it for as long as prescribed by the doctor and avoid skipping doses. This will make sure that all bacteria are killed and they do not become resistant.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/aldigesic-sp-tablet-146166,Aldigesic-SP Tablet,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (10mg),Alkem Laboratories Ltd,Rs. 75.8,"{""Alcohol"": ""UNSAFE"", ""Pregnancy"": ""UNSAFE"", ""Breast feeding"": ""UNSAFE"", ""Driving"": ""UNSAFE"", ""Kidney"": ""UNSAFE"", ""Liver"": ""UNSAFE""}",{},[],"Product introductionAldigesic-SP Tablet is a combination medicine that relieves muscle, joint, and postoperative pain. It relieves pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis. Aldigesic-SP Tablet should be taken at the dose and duration advised by your doctor. It should be taken with food or milk to prevent stomach upset. Taking the medicine regularly at the correct times increases its effectiveness. It is important to continue taking it until your doctor tells you it is safe to stop.Common side effects of Aldigesic-SP Tablet include nausea, vomiting, stomach pain, indigestion, heartburn, increased liver enzymes, dizziness, drowsiness, and diarrhea. Your doctor may regularly monitor your kidney function, liver function, and blood component levels if you take this medicine for long-term treatment. Long-term use may lead to serious complications such as stomach bleeding and kidney problems.Take it as prescribed to get the most benefit. Do not take more or longer than needed, as that can be dangerous. In general, you should take the lowest dose that works for the shortest possible time. This will help you go about your daily activities more efficiently and have a better, more active quality of life. Aldigesic-SP Tablet is not recommended if you are pregnant or breastfeeding.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of Aldigesic-SP TabletIn Pain reliefPain and inflammation can occur due to injury or conditions affecting the joints and muscles. Aldigesic-SP Tablet helps reduce pain, inflammation, and swelling while supporting the healing process. This relieves discomfort in conditions such as arthritis, muscle pain, and post-injury swelling. It improves movement and supports faster recovery.",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
https://www.1mg.com/drugs/ab-flo-n-tablet-338468,AB-Flo-N Tablet,Acebrophylline (100mg) + Acetylcysteine (600mg),Lupin Ltd,Rs. 230,"{""Alcohol"": ""CAUTION"", ""Pregnancy"": ""CAUTION"", ""Breast feeding"": ""CAUTION"", ""Driving"": ""CAUTION"", ""Kidney"": ""CAUTION"", ""Liver"": ""CAUTION""}",{},[],"Product introductionAB-Flo-N Tablet is used to treat and prevent asthma, symptoms of chronic obstructive pulmonary disorder, bronchitis, and complications of pulmonary cystic fibrosis. It helps relax the muscles of the air passages, thereby making it easier to breathe. AB-Flo-N Tablet is taken with or without food in a dose and duration as advised by the doctor. The dose you are given will depend on your condition and how you respond to the medicine. You should keep taking this medicine for as long as your doctor recommends. If you stop treatment too early your symptoms may come back and your condition may worsen. Let your healthcare team know about all other medications you are taking as some may affect, or be affected by this medicine.There is limited data on the side effects of AB-Flo-N Tablet. Let your doctor know if you experience any symptoms that bother you or worsen while taking the medication. They may be able to suggest ways to treat or manage the side effects.Before you start AB-Flo-N Tablet, let your doctor know if you have any medical conditions. Inform your doctor about all the medications you are taking, as some medicines may interact with AB-Flo-N Tablet. Pregnant or breastfeeding women should consult their doctor before taking AB-Flo-N Tablet to ensure safety.",How drug works,Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,"Benefits of AB-Flo-N TabletIn Treatment and prevention of AsthmaAB-Flo-N Tablet helps prevent the onset of an asthma attack if it is taken before exercise or exposure to some “triggers.” These “triggers” may include house dust, pollen, pets, and cigarette smoke. This medicine relaxes the muscles of your airways, which makes it easier for air to get in and out. It will, therefore, allow you to exercise more freely without worrying about getting symptoms such as wheezing, coughing, and shortness of breath. This enables you to live more freely without worrying so much about things that set off your symptoms.In Treatment of Chronic obstructive pulmonary disease (COPD)AB-Flo-N Tablet is a combination of two medicines that help the airways in your lungs stay open. They work by relaxing the muscles of these airways. This makes it easier for air to get in and out. This medicine also loosens thick mucus, making it easier to cough out. It will relieve symptoms such as tightness in your chest, shortness of breath, wheezing, and coughing, and help you carry out your daily activities more efficiently. This medicine is safe and effective. It usually starts to work within a few minutes, and the effects can last several hours. Please take it as prescribed by the doctor. Do not stop using it unless your doctor advises you to do so.In Treatment of BronchitisIn patients with bronchitis, AB-Flo-N Tablet helps improve breathing by reducing the thickness of mucus in the airways. This makes it easier to clear the mucus and reduces coughing. It also helps relax the airways, reducing inflammation and easing breathlessness. When taken in the right dose and duration, it improves overall lung function, helping patients breathe more easily and comfortably. As a result, it improves the quality of life by allowing patients with bronchitis to carry out daily activities with less discomfort and fewer interruptions from respiratory symptoms.In Pulmonary complications of Cystic fibrosisAB-Flo-N Tablet supports respiratory health, helps improve lung function by reducing mucus build-up and making breathing easier, and relieves persistent symptoms like coughing and breathlessness. AB-Flo-N Tablet helps manage the symptoms and reduces the risk of infections. When taken as prescribed by the doctor, it makes daily life easier for those with cystic fibrosis by improving overall lung health and quality of life.show moreshow less",Medicines | Lab TestsSAFE | Consult Doctors | Cancer Care | Ayurveda | Partnerships | Care Plan,[],User feedback,
